0.723176567	0.256106105	0.981002788	0.637304051	0.233835573	0.582964249	0.791561601	0.72799121
0.508475976	0.396567143	0.781390685	0.601612153	0.581734432	0.650760829	0.355867478	0.599602531
0.47012327	0.604811573	0.00121787	0.732778371	0.232122705	0.370870847	0.460168165	0.907258758
0.408914829	0.77452625	0.221639565	0.825850844	0.315156892	0.189300018	0.899331766	0.609349497
0.03697642	0.960042861	0.356482659	0.233349822	0.113777337	0.372750437	0.900712922	0.45472293
0.45012687	0.623673579	0.817033234	0.271870514	0.413215382	0.554855365	0.379387732	0.818814087
0.709467889	0.082377105	0.892012218	0.908722683	0.372524188	0.541997777	0.562873176	0.386720044
0.439456578	0.172599164	0.622343817	0.749733794	0.128866351	0.266750949	0.483819065	0.393713781
0.575670933	0.303539584	0.026110348	0.028027711	0.491601368	0.026738076	0.664619402	0.507164613
0.357595361	0.153411223	0.275627453	0.240795269	0.742372572	0.27074073	0.455428949	0.013948547
0.141689778	0.639486386	0.111315154	0.307664289	0.117468087	0.808798269	0.336621452	0.05711847
0.894198619	0.035193219	0.93876016	0.08477178	0.441699987	0.994845596	0.121357562	0.946796655
0.024632117	0.485512958	0.955771448	0.510699884	0.112311847	0.236791939	0.462010154	0.170433332
0.045935702	0.99730327	0.478651105	0.459995298	0.963029306	0.672933862	0.438326715	0.181061992
0.928188701	0.262645512	0.379686238	0.09452814	0.760373487	0.1057283	0.997611352	0.77885665
0.456551824	0.686947104	0.513866937	0.803492162	0.864018591	0.691259058	0.846935138	0.30246196
0.974754039	0.591574431	0.987243831	0.644712629	0.387408899	0.089923538	0.914722345	0.505715823
0.497489381	0.568811855	0.862903391	0.392366104	0.231591696	0.614033347	0.428143107	0.096001939
0.465635547	0.514311085	0.585554307	0.46489791	0.288326274	0.728735934	0.662442007	0.727435347
0.2790831	0.291602303	0.977830926	0.535370022	0.016473946	0.944884832	0.225854658	0.373914341
0.641874296	0.609285235	0.757760939	0.34779644	0.633208296	0.953264008	0.019195152	0.926586852
0.222509884	0.921843124	0.024467855	0.749961896	0.300574223	0.923484398	0.857516135	0.262129247
0.449743397	0.418403319	0.668183093	0.532881038	0.179631495	0.888113255	0.411306467	0.591624562
0.350872219	0.472105891	0.959519361	0.825005636	0.162221572	0.40105424	0.894131857	0.17793036
0.612089279	0.09594669	0.763230802	0.746534561	0.410324531	0.090970615	0.321670182	0.331626243
0.536895897	0.080128453	0.028648307	0.756840995	0.271850242	0.44779793	0.167206033	0.139091491
0.773470989	0.232286055	0.614806834	0.102261136	0.714049786	0.235665748	0.29273623	0.272547114
0.929363302	0.195541364	0.933513377	0.21826907	0.546415352	0.818059903	0.378992009	0.384639423
0.084999224	0.922274039	0.691181802	0.79740269	0.650267025	0.384552398	0.252262727	0.263861553
0.101529384	0.203651489	0.288055692	0.439816643	0.235521241	0.226882618	0.88620645	0.029748064
0.691830829	0.869839102	0.581481373	0.526140324	0.5635414	0.337270654	0.861044303	0.087095519
0.527393323	0.253335334	0.189246483	0.700085448	0.315593736	0.702850179	0.64822468	0.302096475
0.772835167	0.449826925	0.064881459	0.472506955	0.231040893	0.281343664	0.418637492	0.982180103
