0	0	2.5493	2.8348	-0.3132297115	0.168799806	C+	B	0.3333	0.2623	0.6655801016	-0.169388952	B+	C+	False
0	1	2.1181	2.8466	-1.1754172742	0.3293957314	D+	B	0.3636	0.262	1.0411093459	-0.1990260683	A	C+	False
0	2	2.8855	2.8162	0.3591554643	-0.0865733006	B	C+	0.2778	0.2654	-0.0228901795	0.0983015997	C+	B	False
0	3	2.9966	2.8427	0.5813481111	0.2754639822	B+	B	0.2609	0.2622	-0.2324246129	-0.1775386873	C+	C+	False
0	4	2.8729	2.7385	0.3339454717	-1.1485336	B	D+	0.2	0.2804	-0.9867485732	1.4014543943	C	A	True
0	5	1.5	2.9647	-2.4113345722	1.9445098223	D	A+	0.5	0.2327	2.7309909451	-2.7377177375	A+	D	False
0	6	3.0698	2.8766	0.7276057872	0.7401683028	B+	B+	0.2083	0.261	-0.883478031	-0.2783025405	C	C+	True
0	7	2.9058	2.8869	0.399650738	0.8802959641	B	B+	0.2222	0.2602	-0.7113604607	-0.3535905082	C	C+	True
0	8	2.693	2.8622	-0.0257557404	0.5431050574	C+	B+	0.28	0.2613	0.0046486317	-0.2596794179	B	C+	False
0	9	2.2638	2.9586	-0.8840117252	1.8605457169	C	A+	0.3571	0.2413	0.9606387936	-1.9885703217	B+	D	False
0	10	2.6887	2.7671	-0.0343507113	-0.7579544538	C+	C	0.25	0.2701	-0.3671253201	0.5058093899	C+	B+	True
0	11	2.2256	2.8725	-0.9604048947	0.6834035197	C	B+	0.3333	0.269	0.6655801016	0.4122375633	B+	B	False
0	12	3.1045	2.7156	0.7970745861	-1.461339517	B+	D+	0.2121	0.2803	-0.8365368754	1.3928385361	C	A	True
0	13	3.0464	2.8072	0.680945834	-0.2087898654	B+	C+	0.2	0.2697	-0.9867485732	0.473068372	C	B	True
0	14	1.7219	2.9409	-1.9675642414	1.6183171794	D	A+	0.4	0.247	1.491744439	-1.4986131433	A	D+	False
0	15	2.7899	2.762	0.1678979715	-0.8270874279	B	C	0.3333	0.2659	0.6655801016	0.1444271451	B+	B	False
0	16	2.1133	2.7878	-1.1850051693	-0.4744294809	D+	C+	0.3333	0.2712	0.6655801016	0.6039744625	B+	B+	False
0	17	3.1019	2.7413	0.7918081424	-1.1103498822	B+	D+	0.1765	0.2778	-1.2783359863	1.1752281636	D+	A	False
0	18	3.0386	2.7496	0.6652237853	-0.9970841476	B+	C	0.25	0.2701	-0.3671253201	0.5058093899	C+	B+	False
0	19	3.086	2.8394	0.7601490685	0.2305322293	B+	B	0.1923	0.2626	-1.0820752275	-0.1469254092	D+	C+	False
0	20	3.4644	2.7222	1.5167563716	-1.371195129	A+	D+	0.1818	0.2775	-1.2120661197	1.1508173168	D+	A	True
0	21	3.2938	2.7617	1.1755127086	-0.8312005071	A	C	0.2857	0.2636	0.0754627178	-0.0546135474	B	C+	False
1	0	1.5	2.5793	-2.7107444451	-1.1872709642	D	D+	0.5	0.3033	2.1978531061	-0.4756013694	A+	C+	False
1	1	2.4835	2.7667	-0.3747600639	0.5837972405	C+	B+	0.375	0.3256	0.7374812592	0.6211048455	B+	B+	False
1	2	2.8089	2.8324	0.3982148606	1.2049939108	B	A	0.24	0.2919	-0.8397203354	-1.0358144605	C	D+	False
1	3	2.8895	2.435	0.5898172555	-2.5509045874	B+	D	0.2941	0.3581	-0.2074652299	2.2249709323	C+	A+	True
1	4	2.25	2.5813	-0.9292883698	-1.1678495239	C	D+	0.25	0.3153	-0.7228905876	0.1155729804	C	B	False
1	5	2.875	2.8089	0.5553387087	0.9827753978	B+	B+	0.3043	0.2962	-0.0879463064	-0.8242059818	C+	C	False
1	6	3.0464	2.6896	0.9623355927	-0.1445105581	B+	C+	0.2857	0.3118	-0.3056414885	-0.0590706325	C+	C+	True
1	7	2.3871	2.7353	-0.6037220972	0.2871104557	C	B	0.5294	0.2938	2.5414700112	-0.9452567236	A+	C	False
1	8	3.2099	2.799	1.3507108912	0.8891535982	A	B+	0.2143	0.2941	-1.1401396867	-0.9301798029	D+	C	False
1	9	2.9697	2.7526	0.7802718592	0.4510588996	B+	B	0.2381	0.2891	-0.8619736207	-1.1747044732	C	D+	True
1	10	2.067	2.764	-1.3638888425	0.5586261531	D+	B+	0.3571	0.32	0.5288567097	0.3464994235	B+	B	True
1	11	2.9183	2.6629	0.6580978617	-0.397158289	B+	C+	0.3333	0.3263	0.2506906436	0.6580782654	B	B+	True
1	12	2.6464	2.5544	0.0123640022	-1.4223388766	B	D+	0.3	0.3627	-0.1387418489	2.4505438509	C+	A+	False
1	13	2.7719	2.6919	0.3103731653	-0.122561003	B	C+	0.2941	0.3043	-0.2074652299	-0.428172483	C+	C+	True
1	14	2.6085	2.7601	-0.077850718	0.5217391678	C+	B+	0.375	0.2988	0.7374812592	-0.6958988386	B+	C	True
1	15	2.9511	2.7536	0.7361189482	0.4599468345	B+	B	0.1905	0.3116	-1.4183057528	-0.0660157119	D+	C+	False
1	16	2.1493	2.7044	-1.1685844828	-0.0047913905	D+	C+	0.3333	0.3334	0.2506906436	1.0062712416	B	A	True
1	17	2.067	2.889	-1.3638888425	1.7403704802	D+	A+	0.3571	0.2905	0.5288567097	-1.1060590646	B+	D+	False
1	18	3.027	2.798	0.9162688497	0.8801911335	B+	B+	0.2308	0.3015	-0.9475631795	-0.5651243245	C	C	False
1	19	2.4056	2.553	-0.5596028326	-1.4352486953	C	D+	0.375	0.3389	0.7374812592	1.2774966781	B+	A	True
