-0.565194326	1.392202889	-1.410910898	-0.468612312	-0.456797025	-5.01424727	1
0.621036275	1.462660387	-1.12770959	-1.33671335	-0.153125995	-4.124701887	1
-0.565194326	1.419837326	-1.259866706	0.528780371	0.064549698	-4.124701887	1
0.827337249	1.411336759	-1.350184804	0.750423189	-0.502482047	-4.124701887	1
0.878912492	1.440801425	-1.21617695	-0.745665835	-0.220309852	-3.997623976	1
-0.462043839	1.419837326	-1.259866706	0.528780371	0.064549698	-3.997623976	1
1.033638223	1.419837326	-1.259866706	0.528780371	0.064549698	-3.997623976	1
0.414735301	1.345945932	-1.11200336	0.417958962	-0.630131374	-3.362234417	1
-0.7714953	1.440801425	-1.21617695	-0.745665835	-0.220309852	-3.362234417	1
-0.668344813	1.427974631	-1.309271736	-0.560963486	-0.13700187	-3.235156505	1
-1.906150657	1.419837326	-1.259866706	0.528780371	0.064549698	-1.964377387	1
-1.184097248	1.419837326	-1.259866706	0.528780371	0.064549698	-1.964377387	1
-1.648274439	1.407532008	-1.192944309	-0.838017009	-0.407080971	-1.583143651	0
-1.545123952	1.419837326	-1.259866706	0.528780371	0.064549698	-1.583143651	1
-1.596699196	1.419837326	-1.259866706	0.528780371	0.064549698	-1.45606574	1
-1.751424926	1.419837326	-1.259866706	0.528780371	0.064549698	-1.45606574	1
-1.596699196	1.407532008	-1.192944309	-0.838017009	-0.407080971	-1.45606574	0
-2.009301144	1.419837326	-1.259866706	0.528780371	0.064549698	-1.45606574	1
0.517885788	1.427974631	-1.309271736	-0.560963486	-0.13700187	-1.328987828	0
-0.719920056	1.306941544	-1.197549606	2.172631274	-0.591164737	-1.328987828	0
0.26000957	1.321912465	-1.366483875	-0.782606304	-0.212247789	-1.201909916	1
-0.874645787	1.36603542	-1.091392501	0.214786378	-0.435298191	-1.201909916	0
0.569461031	1.306941544	-1.197549606	2.172631274	-0.591164737	-1.201909916	1
-0.358893352	1.392202889	-1.410910898	-0.468612312	-0.456797025	-1.074832004	1
-1.287247735	1.419837326	-1.259866706	0.528780371	0.064549698	-1.074832004	1
1.033638223	1.419837326	-1.259866706	0.528780371	0.064549698	-0.693598269	1
